entry_date,exit_date,entry_price,exit_price,return_pct,hold_days
2009-06-23,2010-07-06,89.35,102.87,15.1315,378
2010-10-22,2011-08-12,118.35,118.12,-0.1943,294
2012-01-31,2015-08-28,131.32,199.28,51.7514,1305
2015-12-17,2016-01-11,204.86,192.11,-6.2238,25
2016-04-25,2018-12-07,208.61,263.57,26.3458,956
2019-04-01,2020-03-30,285.83,261.65,-8.4596,364
2020-07-09,2022-03-14,314.38,417.0,32.642,613
2023-02-02,2025-04-14,416.78,539.12,29.3536,802
