Date,Portfolio_Value
2000-09-11,10754.928122180676
2000-09-12,10676.56144223431
2000-09-13,10704.600896527045
2000-09-14,10758.52292401308
2000-09-15,10496.821350614206
2000-09-18,10400.48066150583
2000-09-19,10494.664469514764
2000-09-20,10417.016749934877
2000-09-21,10258.845469309186
2000-09-22,10445.056204227616
2000-09-25,10371.003286480132
2000-09-26,10238.714579047733
2000-09-27,10292.636606533768
2000-09-28,10424.925313966167
2000-09-29,10326.427743758348
2000-10-02,10341.525911454437
2000-10-03,10245.185222346061
2000-10-04,10330.74150595723
2000-10-05,10366.689524281252
2000-10-06,10141.654929572878
2000-10-09,10065.445130725953
2000-10-10,9899.365286068974
2000-10-11,9815.965883557246
2000-10-12,9571.519358953901
2000-10-13,9890.01880130473
2000-10-16,9935.313304393
2000-10-17,9687.990938323734
2000-10-18,9652.04291999971
2000-10-19,10015.836865438807
2000-10-20,10058.974487427635
2000-10-23,10103.550030149421
2000-10-24,10035.967755700261
2000-10-25,9800.148755494682
2000-10-26,9827.469249420938
2000-10-27,10013.679984339367
2000-10-30,10103.55003014942
2000-10-31,9929.561621461156
2000-11-01,9962.903276433535
2000-11-02,9946.819414893704
2000-11-03,9941.243062033216
2000-11-06,9871.616762397181
2000-11-07,9873.676496037966
2000-11-08,10092.786256193522
2000-11-09,10130.842436584688
2000-11-10,10376.82447103722
2000-11-13,10458.089216583658
2000-11-14,10182.673323228659
2000-11-15,10151.20240014242
2000-11-16,10309.769476900163
2000-11-17,10365.303247557511
2000-11-20,10513.227291268993
2000-11-21,10459.369344643592
2000-11-22,10709.689603741284
2000-11-24,10490.859863086664
2000-11-27,10398.275146110447
2000-11-28,10577.147187879898
2000-11-29,10596.926429386147
2000-11-30,10689.045993670376
2000-12-01,10693.894366512985
2000-12-04,10603.309268263894
2000-12-05,10255.007973866146
2000-12-06,10418.825992618
2000-12-07,10561.823456802396
2000-12-08,10537.327233013615
2000-12-11,10170.797824147128
2000-12-12,10214.817723840473
2000-12-13,10354.685908279062
2000-12-14,10486.268151714663
2000-12-15,10754.646713145348
2000-12-18,10610.944859682691
2000-12-19,10826.809470300104
2000-12-20,11140.738648142216
2000-12-21,11063.084390634374
2000-12-22,10731.531244026044
2000-12-26,10616.790570880814
2000-12-27,10538.97368366792
2000-12-28,10506.56066731278
2000-12-29,10705.346177994066
2001-01-02,10899.558571496818
2001-01-03,10375.777284659109
2001-01-04,10487.220818457297
2001-01-05,10829.5965786106
2001-01-08,10745.769683505634
2001-01-09,10774.658379943354
2001-01-10,10584.624740925561
2001-01-11,10575.01182206602
2001-01-12,10595.002392618131
2001-01-16,10527.579650119651
2001-01-17,10479.237105806398
2001-01-18,10374.798099806228
2001-01-19,10433.299706542039
2001-01-22,10364.014251096416
2001-01-23,10282.583259278446
2001-01-24,10251.577455525381
2001-01-25,10277.886680554224
2001-01-26,10289.220084965627
2001-01-29,10234.699637061776
2001-01-30,10144.790123412624
2001-01-31,10202.213463733828
2001-02-01,10134.456827826676
2001-02-02,10364.434714226281
2001-02-05,10288.316091325067
2001-02-06,10318.622641413662
2001-02-07,10371.972488883854
2001-02-08,10492.87230926805
2001-02-09,10593.765312241781
2001-02-12,10472.431986836102
2001-02-13,10558.033418149575
2001-02-14,10573.998991139368
2001-02-15,10471.509829329141
2001-02-16,10702.395076803476
2001-02-20,10867.362976376904
2001-02-21,11101.825126424133
2001-02-22,11085.033638014482
2001-02-23,11159.92656061453
2001-02-26,10922.367304442678
2001-02-27,11023.357693247273
2001-02-28,11240.442165377814
2001-03-01,11181.496724413752
2001-03-02,11270.338472063586
2001-03-05,11167.308923698309
2001-03-06,11047.345848840558
2001-03-07,10968.486305186081
2001-03-08,10956.393156007265
2001-03-09,11280.46520026928
2001-03-12,11763.286667985085
2001-03-13,11570.021287430449
2001-03-14,11798.491129550179
2001-03-15,11795.482589525644
2001-03-16,12063.10613230295
2001-03-19,11817.669488971163
2001-03-20,12134.888567712185
2001-03-21,12341.032909405369
2001-03-22,12466.356065620603
2001-03-23,12089.403614392335
2001-03-26,11935.223589261199
